x-axis,2,4
second,Volt,Volt
-1.000000E-03,+101.875001E-03,+63.671876E-03
-998.000E-06,+106.171876E-03,+70.312501E-03
-996.000E-06,+112.812501E-03,+76.562501E-03
-994.000E-06,+118.281252E-03,+83.203126E-03
-992.000E-06,+123.750002E-03,+89.843751E-03
-990.000E-06,+130.000002E-03,+95.703126E-03
-988.000E-06,+135.859377E-03,+101.953127E-03
-986.000E-06,+140.937502E-03,+108.593752E-03
-984.000E-06,+147.187502E-03,+114.843752E-03
-982.000E-06,+151.484377E-03,+120.312502E-03
-980.000E-06,+157.734377E-03,+126.953127E-03
-978.000E-06,+162.421877E-03,+133.203127E-03
-976.000E-06,+167.890627E-03,+138.671877E-03
-974.000E-06,+174.140627E-03,+144.921877E-03
-972.000E-06,+179.609377E-03,+150.781252E-03
-970.000E-06,+186.250003E-03,+156.250002E-03
-968.000E-06,+190.937503E-03,+162.890627E-03
-966.000E-06,+196.796878E-03,+169.531253E-03
-964.000E-06,+202.656253E-03,+174.609378E-03
-962.000E-06,+207.734378E-03,+180.468753E-03
-960.000E-06,+212.812503E-03,+186.328128E-03
-958.000E-06,+218.281253E-03,+192.968753E-03
-956.000E-06,+225.312503E-03,+199.218753E-03
-954.000E-06,+230.390628E-03,+203.906253E-03
-952.000E-06,+235.859378E-03,+210.156253E-03
-950.000E-06,+241.718753E-03,+217.578128E-03
-948.000E-06,+247.187503E-03,+222.656253E-03
-946.000E-06,+253.046879E-03,+228.125003E-03
-944.000E-06,+258.515629E-03,+233.984378E-03
-942.000E-06,+263.203129E-03,+241.015629E-03
-940.000E-06,+267.109379E-03,+244.531254E-03
-938.000E-06,+274.140629E-03,+250.390629E-03
-936.000E-06,+280.000004E-03,+257.031254E-03
-934.000E-06,+284.296879E-03,+261.718754E-03
-932.000E-06,+288.984379E-03,+265.625004E-03
-930.000E-06,+294.453129E-03,+271.875004E-03
-928.000E-06,+299.531254E-03,+277.734379E-03
-926.000E-06,+305.390629E-03,+282.421879E-03
-924.000E-06,+310.468754E-03,+287.500004E-03
-922.000E-06,+315.546880E-03,+293.750004E-03
-920.000E-06,+319.453130E-03,+298.437504E-03
-918.000E-06,+326.093755E-03,+303.125005E-03
-916.000E-06,+328.828130E-03,+308.593755E-03
-914.000E-06,+334.296880E-03,+312.890630E-03
